Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-administrable-property.json	765	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	29	45	0	0	0	1	0	0
fsh-generated/resources/ValueSet-administrable-unit.json	741	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	22	113	0	0	0	0	0	0
fsh-generated/resources/ValueSet-adverse-effect-br.json	1404	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	26	54	0	0	0	1	0	0
fsh-generated/resources/ValueSet-adverse-effect-frequency-br.json	1375	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	27	52	0	0	0	0	0	0
fsh-generated/resources/ValueSet-animal-tissue-type-vs.json	808	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	22	124	0	0	0	0	0	0
fsh-generated/resources/ValueSet-anvisa-category-br.json	726	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	51	0	0	0	0	0	1
fsh-generated/resources/ValueSet-anvisa-regulatory-status-br.json	753	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	45	0	0	0	0	0	0
fsh-generated/resources/ValueSet-authorization-case-type-vs.json	596	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	96	0	0	0	3	0	0
fsh-generated/resources/ValueSet-authorization-status-reason-vs.json	612	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	138	0	0	0	0	0	0
fsh-generated/resources/ValueSet-biological-genus-vs.json	554	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	68	0	0	0	0	0	0
fsh-generated/resources/ValueSet-biological-species-vs.json	563	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	23	64	0	0	0	0	0	1
fsh-generated/resources/ValueSet-brazilian-government-systems.json	874	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	39	0	0	0	0	0	0
fsh-generated/resources/ValueSet-brazilian-pharmaceutical-terminology.json	826	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	23	73	0	0	0	1	0	0
fsh-generated/resources/ValueSet-change-severity-level.json	751	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	59	0	0	0	0	0	0
fsh-generated/resources/ValueSet-clinical-use-category-br.json	1063	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	38	0	0	0	0	0	0
fsh-generated/resources/ValueSet-clinical-use-definition-category-vs.json	638	134	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	25	142	0	0	0	0	0	0
fsh-generated/resources/ValueSet-clinical-use-definition-type-vs.json	617	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	54	0	0	0	1	0	0
fsh-generated/resources/ValueSet-clinical-use-status-br.json	1635	3	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	26	40	0	0	0	0	0	1
fsh-generated/resources/ValueSet-clinical-use-type-br.json	1878	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	29	49	0	0	0	1	0	0
fsh-generated/resources/ValueSet-combined-pharmaceutical-dose-form.json	1388	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	1875	0	0	0	0	0	0
fsh-generated/resources/ValueSet-comorbidity-br.json	1540	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	27	100	0	0	0	0	0	0
fsh-generated/resources/ValueSet-concentration-unit.json	1832	4	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	28	62	0	0	0	1	0	1
fsh-generated/resources/ValueSet-container-materials-br.json	743	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	33	0	0	0	0	0	0
fsh-generated/resources/ValueSet-container-type-br.json	715	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	18	40	0	0	0	1	0	0
fsh-generated/resources/ValueSet-contraindication-condition-br.json	2351	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	41	94	0	0	0	0	0	0
fsh-generated/resources/ValueSet-controlled-substance-category-br.json	810	4	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	24	37	0	0	0	0	0	0
fsh-generated/resources/ValueSet-country-valueset.json	1215	3	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22	1510	0	0	0	0	0	0
fsh-generated/resources/ValueSet-dcb-brasileiras.json	814	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	19	39	0	0	0	1	0	0
fsh-generated/resources/ValueSet-disease-status-vs.json	545	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	24	104	0	0	0	0	0	1
fsh-generated/resources/ValueSet-disease-symptom-procedure.json	918	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	44	0	0	0	0	0	0
fsh-generated/resources/ValueSet-exemplo-valueset-brasileiro.json	1086	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	42	0	0	0	0	0	0
fsh-generated/resources/ValueSet-gmp-certification-status-br.json	762	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	32	0	0	0	1	0	0
fsh-generated/resources/ValueSet-identifier-change-reason.json	772	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	90	0	0	0	0	0	0
fsh-generated/resources/ValueSet-identifier-lifecycle-status.json	756	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	41	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ingredient-function.json	751	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	34	46	0	0	0	0	0	1
fsh-generated/resources/ValueSet-ingredient-role.json	717	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	25	70	0	0	0	0	0	0
fsh-generated/resources/ValueSet-interactant.json	708	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	23	42	0	0	0	0	0	0
fsh-generated/resources/ValueSet-interaction-effect-br.json	1263	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	26	39	0	0	0	1	0	0
fsh-generated/resources/ValueSet-interaction-effect-vs.json	565	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	55	0	0	0	0	0	0
fsh-generated/resources/ValueSet-interaction-incidence-vs.json	582	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	84	0	0	0	0	0	1
fsh-generated/resources/ValueSet-interaction-management-vs.json	581	4	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	66	0	0	0	0	0	0
fsh-generated/resources/ValueSet-interaction-substance-br.json	1568	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	28	57	0	0	0	1	0	0
fsh-generated/resources/ValueSet-interaction-type-br.json	1245	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	26	114	0	0	0	0	0	1
fsh-generated/resources/ValueSet-interaction-type-vs.json	555	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	114	0	0	0	0	0	0
fsh-generated/resources/ValueSet-jurisdiction-valueset.json	1281	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	34	2790	0	0	0	0	0	0
fsh-generated/resources/ValueSet-language-valueset.json	1132	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	23	73	0	0	0	0	0	0
fsh-generated/resources/ValueSet-legal-basis-anvisa-br.json	522	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	327	0	0	0	2	0	1
fsh-generated/resources/ValueSet-legal-status-supply-br.json	748	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	26	173	0	0	0	1	0	0
fsh-generated/resources/ValueSet-manufactured-dose-form.json	2282	3	0	0	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	40	327	0	0	0	0	0	0
fsh-generated/resources/ValueSet-manufactured-item-component-location-vs.json	641	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	60	268	0	0	0	0	0	0
fsh-generated/resources/ValueSet-manufactured-item-component-type-vs.json	616	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	258	193	0	0	0	1	0	0
fsh-generated/resources/ValueSet-manufacturing-process-vs.json	578	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	178	245	0	0	0	0	0	1
fsh-generated/resources/ValueSet-marketing-status-br.json	732	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	96	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medicinal-product-classification-atc.json	1220	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	41	2595	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medicinal-product-code-atc.json	1250	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	27	1900	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medicinal-product-domain-vs.json	812	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	56	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medicinal-product-type-br.json	765	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	62	0	0	0	1	0	1
fsh-generated/resources/ValueSet-mpid-defining-elements.json	741	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	52	43	0	0	0	0	0	0
fsh-generated/resources/ValueSet-mpid-requiring-changes.json	1205	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	60	43	0	0	0	0	0	0
fsh-generated/resources/ValueSet-mpid-values-br.json	682	4	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	35	47	0	0	0	0	0	0
fsh-generated/resources/ValueSet-optical-activity-vs.json	553	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	43	80	0	0	0	1	0	0
fsh-generated/resources/ValueSet-organism-part-vs.json	542	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	41	66	0	0	0	1	0	1
fsh-generated/resources/ValueSet-organization-anvisa-status-br.json	753	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	44	29	0	0	0	0	0	0
fsh-generated/resources/ValueSet-organization-contact-purpose.json	785	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	41	53	0	0	0	1	0	0
fsh-generated/resources/ValueSet-organization-operational-category-br.json	829	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-organization-operational-scope-br.json	785	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	37	34	0	0	0	0	0	1
fsh-generated/resources/ValueSet-organization-size-category-br.json	790	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	33	0	0	0	0	0	0
fsh-generated/resources/ValueSet-organization-special-classification-br.json	840	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	26	53	0	0	0	0	0	0
fsh-generated/resources/ValueSet-organization-specialized-activities-br.json	817	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	39	0	0	0	0	0	0
fsh-generated/resources/ValueSet-organization-type-anvisa-br.json	812	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	22	32	0	0	0	1	0	0
fsh-generated/resources/ValueSet-package-characteristic-br.json	763	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	37	0	0	0	0	0	0
fsh-generated/resources/ValueSet-package-components-br.json	729	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	26	60	0	0	0	0	0	0
fsh-generated/resources/ValueSet-packaged-product-type-br.json	763	3	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	115	54	0	0	0	0	0	0
fsh-generated/resources/ValueSet-packaging-material.json	728	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	37	37	0	0	0	0	0	1
fsh-generated/resources/ValueSet-packaging-type-br.json	723	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	66	0	0	0	0	0	0
fsh-generated/resources/ValueSet-pcid-requiring-changes.json	1020	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	39	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pcid-values-br.json	682	4	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	0	0	0
fsh-generated/resources/ValueSet-pediatric-use-indicator-vs.json	818	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	33	70	0	0	0	0	0	0
fsh-generated/resources/ValueSet-phpid-values-br.json	688	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	80	0	0	0	0	0	0
fsh-generated/resources/ValueSet-presentation-unit.json	1805	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	32	76	0	0	0	0	0	1
fsh-generated/resources/ValueSet-product-characteristic-hybrid.json	1404	3	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0	0	30	1828	0	0	0	1	0	0
fsh-generated/resources/ValueSet-product-characteristic-vs.json	1171	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	24	613	0	0	0	0	0	0
fsh-generated/resources/ValueSet-product-confidentiality-vs.json	835	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	75	0	0	0	0	0	0
fsh-generated/resources/ValueSet-product-contact-type-vs.json	818	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	59	0	0	0	0	0	0
fsh-generated/resources/ValueSet-product-intended-use-vs.json	576	3	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	23	107	0	0	0	0	0	0
fsh-generated/resources/ValueSet-product-name-type.json	715	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	91	0	0	0	1	0	1
fsh-generated/resources/ValueSet-publication-status.json	1241	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	79	0	0	0	0	0	0
fsh-generated/resources/ValueSet-reference-type-br.json	716	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	22	54	0	0	0	0	0	0
fsh-generated/resources/ValueSet-regulated-authorization-status-br.json	615	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	45	291	0	0	0	0	0	0
fsh-generated/resources/ValueSet-regulated-authorization-type-br.json	604	4	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	30	92	0	0	0	0	0	0
fsh-generated/resources/ValueSet-regulatory-procedure-type-br.json	583	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	54	0	0	0	1	0	0
fsh-generated/resources/ValueSet-route-administration-hybrid.json	1870	3	0	0	0	0	0	0	0	804	0	0	0	0	0	0	0	0	0	0	28	1053	0	0	0	0	0	1
fsh-generated/resources/ValueSet-route-administration.json	2156	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	32	90	0	0	0	0	0	0
fsh-generated/resources/ValueSet-source-material-type-vs.json	577	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	21	336	0	0	0	0	0	0
fsh-generated/resources/ValueSet-special-measures-vs.json	799	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	148	0	0	0	0	0	0
fsh-generated/resources/ValueSet-stereochemistry-vs.json	564	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	36	103	0	0	0	0	0	0
fsh-generated/resources/ValueSet-structure-representation-type-vs.json	621	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	98	0	0	0	1	0	0
fsh-generated/resources/ValueSet-structure-technique-vs.json	588	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	118	0	0	0	0	0	1
fsh-generated/resources/ValueSet-structured-name-types.json	736	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	44	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-amount-type-vs.json	588	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	95	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-classification-br.json	768	3	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	20	92	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-classification-gsrs-br.json	727	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	53	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-code-br.json	996	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	61	0	0	0	1	0	0
fsh-generated/resources/ValueSet-substance-code-meddra.json	1401	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	52	0	1	0	0	0	0
fsh-generated/resources/ValueSet-substance-form-vs.json	557	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	24	123	0	0	0	0	0	1
fsh-generated/resources/ValueSet-substance-grade.json	711	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	40	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-impurity-vs.json	843	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	77	0	0	0	1	0	0
fsh-generated/resources/ValueSet-substance-name-authority-vs.json	593	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	130	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-name-domain-vs.json	586	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	22	106	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-name-type.json	732	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	49	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-relationship-type-vs.json	620	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	82	0	0	0	0	0	1
fsh-generated/resources/ValueSet-substance-status-br.json	724	3	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	21	126	0	0	0	0	0	0
fsh-generated/resources/ValueSet-substance-status-gsrs-br.json	669	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	59	0	0	0	1	0	0
fsh-generated/resources/ValueSet-target-species-vs.json	798	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	33	92	0	0	0	0	0	0
fsh-generated/resources/ValueSet-therapeutic-indication-br.json	2662	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	47	117	0	0	0	0	0	0
fsh-generated/resources/ValueSet-therapeutic-indications-br.json	775	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	52	0	0	0	0	0	0
fsh-generated/resources/ValueSet-therapy-relationship-type-vs.json	606	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	33	62	0	0	0	1	0	1
fsh-generated/resources/ValueSet-therapy.json	654	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	29	41	0	0	0	0	0	0
fsh-generated/resources/ValueSet-umc-coordination-status.json	744	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	23	96	0	0	0	0	0	0
fsh-generated/resources/ValueSet-undesirable-effect-classification-vs.json	641	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	161	0	0	0	0	0	0
fsh-generated/resources/ValueSet-undesirable-effect-frequency-vs.json	617	2	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	22	63	0	0	0	1	0	0
fsh-generated/resources/ValueSet-undesirable-effect-symptom.json	696	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	50	0	0	0	0	0	0
fsh-generated/resources/ValueSet-unit-of-presentation.json	1692	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	29	77	0	0	0	1	0	0
fsh-generated/resources/ValueSet-warning-type-vs.json	540	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	106	0	0	0	0	0	1
fsh-generated/resources/ValueSet-weight-method-vs.json	567	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	24	53	0	0	0	0	0	0
fsh-generated/resources/ValueSet-weight-type-vs.json	538	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	26	74	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	19064	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	2086	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/examples.md	11	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/implementation-guide.md	26	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/profiles.md	23	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
/input/pagecontent/terminology.md	16	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	807	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/downloads.md	12	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/examples.md	11	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/implementation-guide.md	26	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/profiles.md	23	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/terminology.md	16	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	807	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/downloads.md	12	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/includes	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/_includes/artifacts.xml	117098	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	0	0	0	0	0	0
